district_name,real_estate_area,real_estate_age,total_rooms,price,price_per_meter,real_estate_agencey,floor,elevator,parking,warehouse,units_per_floor,document,building_direction,unit_status,facilities
سهروردی,۱۱۱,۱۴۰۲,۲,۱۵٬۲۶۰٬۰۰۰٬۰۰۰ تومان,۱۳۷٬۴۷۷٬۰۰۰ تومان,مسکن ۱٫۲٫۳,۵,True,True,True,,,,,
جنت‌آباد جنوبی,۱۰۶,۱۴۰۲,۲,۱۲٬۹۰۰٬۰۰۰٬۰۰۰ تومان,۱۲۱٬۶۹۸٬۰۰۰ تومان,گروه مشاورین املاک ** الف **,۴,True,True,True,,,,,"آسانسور,پارکینگ,انباری,بالکن"
تهرانپارس شرقی,۷۶,۱۳۷۸,۲,۴٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۵۲٬۶۳۲٬۰۰۰ تومان,,۴ از ۴,,True,True,۲,تک‌برگ,شمالی,,"آسانسور ندارد,پارکینگ,انباری,بالکن ندارد,جنس کف سرامیک,سرویس بهداشتی ایرانی,سرمایش کولر آبی,گرمایش شوفاژ"
پونک,,,,۵۵٬۷۰۰٬۰۰۰٬۰۰۰ تومان,۲۶۵٬۲۳۸٬۰۰۰ تومان,بزرگ پونک,,,,,,,,,
جلفا,۱۲۳,۱۳۸۴,۳,۱۲٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۱۰۱٬۶۲۶٬۰۰۰ تومان,شاهین مسکن,۴ از ۵,True,True,True,۲,تک‌برگ,شمالی,بازسازی شده,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
عبدل‌آباد,,,,۷۸۰٬۰۰۰٬۰۰۰ تومان,۲٬۲۹۴٬۰۰۰ تومان,دپارتمان یاران,,,,,,,,,
سیدخندان,۱۰۷,۱۳۷۱,۴,۱۲٬۸۰۰٬۰۰۰٬۰۰۰ تومان,۱۱۹٬۶۲۶٬۰۰۰ تومان,شاهین مسکن,۱ از ۴,True,True,True,,تک‌برگ,شمالی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
دروس,۱۳۵,۱۳۹۵,۳,۲۳٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۱۷۰٬۳۷۰٬۰۰۰ تومان,شایگان,۴,True,True,True,,,,,
دهکده المپیک,۷۵,۱۴۰۲,۱,۲٬۲۵۰٬۰۰۰٬۰۰۰ تومان,۳۰٬۰۰۰٬۰۰۰ تومان,دفتر فروش مرکزی,۱۲ از ۱۵,True,True,True,۴,تک‌برگ,شمالی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش داکت اسپلیت,گرمایش داکت اسپلیت"
جنت‌آباد جنوبی,۱۱۴,۱۴۰۲,۲,۱۱٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۱۰۰٬۸۷۷٬۰۰۰ تومان,گروه مشاورین املاک ** الف **,۳,True,True,True,,,,,
جنت‌آباد مرکزی,,,,۲۲٬۳۰۰٬۰۰۰٬۰۰۰ تومان,۱۰۶٬۱۹۰٬۰۰۰ تومان,دپارتمان زاگرس,,,,,,,,,
آجودانیه,۱۸۵,۱۳۹۴,۳,۳۶٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۱۹۴٬۵۹۵٬۰۰۰ تومان,کلید,۳ از ۶,True,True,True,۲,تک‌برگ,شمالی,,"آسانسور,پارکینگ"
گاندی,۱۴۳,۱۳۷۱,۲,۱۶٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۱۱۱٬۸۸۸٬۰۰۰ تومان,تهران کانال,۱ از ۳,True,True,,۴,,شمالی,,"آسانسور,پارکینگ,انباری ندارد,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر گازی,گرمایش فن کوئل"
شهرک غرب,,۱۳۷۳,,۱۶۰٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۲۴۶٬۱۵۴٬۰۰۰ تومان,آلما وی آی پی,,,True,True,,تک‌برگ,شمالی,,"پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
یوسف‌آباد,۱۰۱,۱۳۸۰,۲,۱۲٬۵۵۰٬۰۰۰٬۰۰۰ تومان,۱۲۴٬۲۵۷٬۰۰۰ تومان,,۵ از ۵,True,True,True,۲,تک‌برگ,شمالی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
دروس,۱۶۰,۱۳۹۰,۳,۲۶٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۱۶۵٬۶۲۵٬۰۰۰ تومان,مسکن ایساتیس(شعبه دوم),۲ از ۶,True,True,True,۲,تک‌برگ,جنوبی,بازسازی شده,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش داکت اسپلیت,گرمایش داکت اسپلیت"
چیتگر,۱۲۰,۱۴۰۲,۳,۱٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۸٬۳۳۳٬۰۰۰ تومان,,۵ از ۲۲,True,True,True,۸,تک‌برگ,جنوبی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش داکت اسپلیت,گرمایش شوفاژ"
افسریه,,۱۳۹۵,,۴۷۰٬۰۰۰٬۰۰۰ تومان,۷٬۸۳۳٬۰۰۰ تومان,,,,,,,قول‌نامه‌ای,,,"پارکینگ ندارد,انباری ندارد"
قبا,۱۲۰,۱۳۸۸,۳,۱۴٬۶۰۰٬۰۰۰٬۰۰۰ تومان,۱۲۱٬۶۶۷٬۰۰۰ تومان,,۳,True,True,True,,,,,
قیطریه,۱۵۰,۱۳۸۵,۳,۲۳٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۱۵۳٬۳۳۳٬۰۰۰ تومان,مشاورین املاک یک,۴,True,True,True,,,,,
سبلان,۶۴,۱۳۹۱,۲,۳٬۷۷۰٬۰۰۰٬۰۰۰ تومان,۵۸٬۹۰۶٬۰۰۰ تومان,گروه بزرگ کوچ,۲ از ۴,True,True,True,۱,تک‌برگ,جنوبی,بازسازی شده,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی,سرمایش کولر گازی,گرمایش شوفاژ"
جنت‌آباد شمالی,۵۰,۱۳۸۹,۱,۴٬۴۵۰٬۰۰۰٬۰۰۰ تومان,۸۹٬۰۰۰٬۰۰۰ تومان,دپارتمان زاگرس,۴ از ۴,True,True,True,۴,تک‌برگ,,بازسازی شده,"آسانسور,پارکینگ,انباری,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
عباس‌آباد,,۱۴۰۰,,۱۲٬۲۲۰٬۰۰۰٬۰۰۰ تومان,۱۳۰٬۰۰۰٬۰۰۰ تومان,,,,True,True,,,,,
قیطریه,۱۱۰,۱۳۹۲,۲,۱۷٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۱۵۹٬۰۹۱٬۰۰۰ تومان,مسکن ایساتیس(شعبه دوم),۶ از ۶,True,True,True,۲,تک‌برگ,جنوبی,بازسازی شده,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش داکت اسپلیت,گرمایش داکت اسپلیت"
شهران جنوبی,۸۳,۱۴۰۲,۲,۸٬۲۰۰٬۰۰۰٬۰۰۰ تومان,۹۸٬۷۹۵٬۰۰۰ تومان,پیج اینستاگرام املاک صاد,۱ از ۶,True,True,True,۴,تک‌برگ,جنوبی,بازسازی شده,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش داکت اسپلیت,گرمایش داکت اسپلیت"
چیتگر,۱۰۷,۱۴۰۲,۲,۸۰۰٬۰۰۰٬۰۰۰ تومان,۷٬۴۷۷٬۰۰۰ تومان,دفتر فروش مرکزی,۱۲ از ۱۵,True,True,True,۶,تک‌برگ,شرقی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش داکت اسپلیت,گرمایش داکت اسپلیت"
پونک,۱۲۰,۱۳۹۶,۳,۱۲٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۱۰۴٬۱۶۷٬۰۰۰ تومان,,۳ از ۵,True,True,True,۱,تک‌برگ,جنوبی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
پونک,۸۰,۱۳۸۵,۲,۷٬۴۰۰٬۰۰۰٬۰۰۰ تومان,۹۲٬۵۰۰٬۰۰۰ تومان,,۱ از ۵,True,True,True,۲,تک‌برگ,جنوبی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
بهار,۶۰,۱۳۸۳,۱,۳٬۴۹۰٬۰۰۰٬۰۰۰ تومان,۵۸٬۱۶۷٬۰۰۰ تومان,مسکن بزرگ سراج,۱ از ۵,,,True,,تک‌برگ,جنوبی,بازسازی شده,"آسانسور ندارد,پارکینگ ندارد,انباری,بالکن"
جوادیه تهرانپارس,,,,۵٬۲۰۰٬۰۰۰٬۰۰۰ تومان,۴۷٬۲۷۳٬۰۰۰ تومان,ایلیا,,,,,,,,,
پونک,۹۵,۱۳۹۸,۲,۹٬۶۰۰٬۰۰۰٬۰۰۰ تومان,۱۰۱٬۰۵۳٬۰۰۰ تومان,,۴ از ۵,True,True,True,۴,تک‌برگ,شمالی,بازسازی شده,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
پیروزی,۹۵,۱۴۰۲,۲,۸٬۹۰۰٬۰۰۰٬۰۰۰ تومان,۹۳٬۶۸۴٬۰۰۰ تومان,,۲,True,True,True,,,,,
نارمک,۶۵,۱۳۸۶,۲,۵٬۴۰۰٬۰۰۰٬۰۰۰ تومان,۸۳٬۰۷۷٬۰۰۰ تومان,نارمک,۳ از ۴,,True,True,۲,تک‌برگ,شمالی,,"آسانسور ندارد,پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
چیتگر,۱۱۰,۱۴۰۲,۲,۳٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۲۷٬۲۷۳٬۰۰۰ تومان,دفتر فروش تعاونی ارتش,۸,True,True,True,,,,,
جنت‌آباد مرکزی,۱۲۳,۱۳۹۹,۲,۱۷٬۹۰۰٬۰۰۰٬۰۰۰ تومان,۱۴۵٬۵۲۸٬۰۰۰ تومان,گروه بزرگ والیان,۱۴,True,True,True,,تک‌برگ,شمالی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش داکت اسپلیت,گرمایش داکت اسپلیت"
مجیدیه,۴۵,۱۳۹۳,۱,۲٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۵۵٬۵۵۶٬۰۰۰ تومان,گروه بزرگ کوچ,۱,,,True,,,,,
چیتگر,۱۰۳,۱۴۰۲,۲,۱٬۳۵۰٬۰۰۰٬۰۰۰ تومان,۱۳٬۱۰۷٬۰۰۰ تومان,دفتر فروش مرکزی,۱۱ از ۱۲,True,True,True,۸,تک‌برگ,غربی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف پارکت لمینت,سرویس بهداشتی ایرانی و فرنگی,سرمایش داکت اسپلیت,گرمایش داکت اسپلیت"
اوقاف,۴۳,۱۳۸۰,۱,۳٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۶۹٬۷۶۷٬۰۰۰ تومان,,۳,,True,True,,,,,"آسانسور ندارد,پارکینگ,انباری,بالکن ندارد,سرویس بهداشتی ایرانی,سرمایش کولر آبی,گرمایش بخاری"
پونک,۱۰۸,۱۳۹۸,۳,۱۴٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۱۳۴٬۲۵۹٬۰۰۰ تومان,,۳ از ۵,True,True,True,۱,تک‌برگ,جنوبی,بازسازی شده,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
جنت‌آباد مرکزی,۹۴,۱۳۹۹,۲,۱۱٬۷۵۰٬۰۰۰٬۰۰۰ تومان,۱۲۵٬۰۰۰٬۰۰۰ تومان,گروه بزرگ والیان,۳,True,True,True,,تک‌برگ,جنوبی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش داکت اسپلیت,گرمایش داکت اسپلیت"
مجیدیه,۵۰,۱۳۸۲,۱,۲٬۶۵۰٬۰۰۰٬۰۰۰ تومان,۵۳٬۰۰۰٬۰۰۰ تومان,گروه بزرگ کوچ,۲,,,True,,,,,
نواب,۳۷,۱۳۸۳,۱,۱٬۸۹۰٬۰۰۰٬۰۰۰ تومان,۵۱٬۰۸۱٬۰۰۰ تومان,آینده سازان,۲,,,True,,,,,
تهران‌سر,۹۹,۱۳۹۶,۲,۷٬۵۲۰٬۰۰۰٬۰۰۰ تومان,۷۵٬۹۶۰٬۰۰۰ تومان,,۱ از ۵,True,True,True,۲,تک‌برگ,جنوبی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
چیتگر,۱۲۰,۱۴۰۲,۳,۱٬۷۵۰٬۰۰۰٬۰۰۰ تومان,۱۴٬۵۸۳٬۰۰۰ تومان,,۷ از ۲۲,True,True,True,۸,تک‌برگ,جنوبی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش داکت اسپلیت,گرمایش داکت اسپلیت"
پاسداران,,,,۱۱۰٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۲۶۸٬۲۹۳٬۰۰۰ تومان,شایگان,,,,,,,,,
شریف,۱۱۵,۱۳۹۸,۲,۹٬۱۰۰٬۰۰۰٬۰۰۰ تومان,۷۹٬۱۳۰٬۰۰۰ تومان,,۲۰ از ۲۰,True,True,True,۴,سایر,جنوبی,بازسازی شده,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی"
قیطریه,۱۳۱,۱۳۹۵,۳,۱۷٬۲۰۰٬۰۰۰٬۰۰۰ تومان,۱۳۱٬۲۹۸٬۰۰۰ تومان,املاک برتر کامرانیه,۲ از ۵,True,True,True,۲,تک‌برگ,شمالی,بازسازی شده,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر گازی,گرمایش شوفاژ"
اقدسیه,۷۳,۱۳۸۵,۱,۷٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۱۰۲٬۷۴۰٬۰۰۰ تومان,الوند,۵,True,True,True,,,,,
سازمان برنامه,۶۴,۱۳۸۷,۲,۴٬۹۵۰٬۰۰۰٬۰۰۰ تومان,۷۷٬۳۴۴٬۰۰۰ تومان,گروه مشاورین واملاک بزرگ ارکان,۳,,True,True,۲,تک‌برگ,,بازسازی شده,"آسانسور ندارد,پارکینگ,انباری"
پاسداران,۱۱۰,۱۴۰۲,۲,۱۳٬۲۰۰٬۰۰۰٬۰۰۰ تومان,۱۲۰٬۰۰۰٬۰۰۰ تومان,,۶,True,True,True,,,,,
سهروردی,۱۲۰,۱۴۰۲,۲,۱۶٬۲۰۰٬۰۰۰٬۰۰۰ تومان,۱۳۵٬۰۰۰٬۰۰۰ تومان,مسکن ۱٫۲٫۳,۴ از ۵,True,True,True,۲,,,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش داکت اسپلیت,گرمایش داکت اسپلیت"
شهرک راه‌آهن,,۱۴۰۲,,۸۵٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۱۵۴٬۵۴۵٬۰۰۰ تومان,نوروزی,,,True,True,,,,,
چیتگر,۱۵۰,۱۴۰۲,۳,۱٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۱۰٬۰۰۰٬۰۰۰ تومان,,۱۲ از ۲۰,True,True,True,۸,تک‌برگ,شمالی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش داکت اسپلیت,گرمایش داکت اسپلیت"
مجیدیه,۷۸,۱۴۰۲,۲,۷٬۱۵۰٬۰۰۰٬۰۰۰ تومان,۹۱٬۶۶۷٬۰۰۰ تومان,گروه بزرگ کوچ,۴,True,True,True,,,,,
نیاوران,,,,۱۹٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۱۴۰٬۷۴۱٬۰۰۰ تومان,الوند,,,,,,,,,
جیحون,۶۵,۱۳۸۵,۲,۳٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۴۶٬۱۵۴٬۰۰۰ تومان,آژانس املاک ماهور,۳ از ۴,,,True,۱,تک‌برگ,جنوبی,بازسازی شده,"آسانسور ندارد,پارکینگ ندارد,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی,سرمایش کولر آبی,گرمایش بخاری"
نصرت,۶۳,۱۳۹۳,۱,۸٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۱۲۶٬۹۸۴٬۰۰۰ تومان,,۴ از ۵,True,True,True,۳,تک‌برگ,شمالی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
شمس‌آباد,۹۷,۱۳۸۸,۲,۸٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۸۷٬۶۲۹٬۰۰۰ تومان,مسکن آسیا,۱ از ۱۰,True,True,True,۲,تک‌برگ,شمالی,بازسازی شده,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
هروی,۷۶,۱۳۹۰,۲,۷٬۸۰۰٬۰۰۰٬۰۰۰ تومان,۱۰۲٬۶۳۲٬۰۰۰ تومان,,۱,True,True,True,,,,,
میرداماد,۱۵۵,۱۳۸۵,۳,۱۹٬۳۰۰٬۰۰۰٬۰۰۰ تومان,۱۲۴٬۵۱۶٬۰۰۰ تومان,ملکپرداز    *کانون اطلاعات ملکی*,۶,True,True,True,,,,,
پیروزی,۵۵,۱۴۰۲,۱,۴۰۰٬۰۰۰٬۰۰۰ تومان,۷٬۲۷۳٬۰۰۰ تومان,دفتر فروش مرکزی,۸ از ۱۲,True,True,True,۸,تک‌برگ,جنوبی,بازسازی شده,"آسانسور,پارکینگ,انباری,بالکن,جنس کف کف‌پوش PVC,سرویس بهداشتی ایرانی و فرنگی,سرمایش داکت اسپلیت,گرمایش داکت اسپلیت"
نیاوران,۱۳۰,۱۳۹۴,۳,۲۵٬۹۰۰٬۰۰۰٬۰۰۰ تومان,۱۹۹٬۲۳۱٬۰۰۰ تومان,کلبه,۵ از ۵,True,True,True,۲,تک‌برگ,شمالی,,"آسانسور,پارکینگ,انباری,بالکن ندارد,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش داکت اسپلیت,گرمایش اسپلیت"
سازمان برنامه,۵۵,۱۴۰۲,۱,۶٬۳۵۰٬۰۰۰٬۰۰۰ تومان,۱۱۵٬۴۵۵٬۰۰۰ تومان,مجموعه بزرگ بارمان,۳ از ۵,True,True,True,۴,تک‌برگ,شمالی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش داکت اسپلیت,گرمایش داکت اسپلیت"
بهجت‌آباد,۱۲۰,۱۳۹۶,۲,۱۳٬۲۰۰٬۰۰۰٬۰۰۰ تومان,۱۱۰٬۰۰۰٬۰۰۰ تومان,ایوان سهروردی,۵ از ۵,True,True,True,۲,تک‌برگ,شمالی,,"آسانسور,پارکینگ,انباری,بالکن ندارد,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
ارم,۹۴,۱۳۹۸,۲,۸٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۸۵٬۱۰۶٬۰۰۰ تومان,,۹,True,True,True,,,,,
جیحون,۷۰,۱۳۹۳,۲,۴٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۶۴٬۲۸۶٬۰۰۰ تومان,,۳ از ۴,True,True,,۱,,,,"آسانسور,پارکینگ,انباری ندارد,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
آجودانیه,۱۳۵,۱۳۹۲,۲,۲۶٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۱۹۲٬۵۹۳٬۰۰۰ تومان,معتمد,۴ از ۶,True,True,True,۲,تک‌برگ,جنوبی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش داکت اسپلیت,گرمایش داکت اسپلیت"
باغ فیض,۷۰,۱۳۹۱,۱,۶٬۶۰۰٬۰۰۰٬۰۰۰ تومان,۹۴٬۲۸۶٬۰۰۰ تومان,مسکن نوين غرب,۲,True,True,True,,,,,
الهیه,۲۵۰,۱۳۹۷,۳,۹۵٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۳۸۰٬۰۰۰٬۰۰۰ تومان,,۸ از ۱۰,True,True,True,۱,تک‌برگ,,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش فن کوئل,گرمایش فن کوئل"
جیحون,۶۰,۱۳۹۷,۲,۳٬۴۵۰٬۰۰۰٬۰۰۰ تومان,۵۷٬۵۰۰٬۰۰۰ تومان,آژانس املاک ماهور,۱ از ۴,True,,True,۱,تک‌برگ,جنوبی,بازسازی شده,"آسانسور,پارکینگ ندارد,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر آبی,گرمایش شوفاژ"
پونک,,,,۲۷٬۲۰۰٬۰۰۰٬۰۰۰ تومان,۲۳۴٬۴۸۳٬۰۰۰ تومان,,,,,,,,,,
قنات‌کوثر,۹۲,۱۴۰۱,۲,۱۱٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۱۲۵٬۰۰۰٬۰۰۰ تومان,املاک تهران,۴ از ۵,True,True,True,۲,تک‌برگ,جنوبی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش داکت اسپلیت"
اختیاریه,۱۵۵,۱۴۰۲,۳,۲۳٬۰۰۰٬۰۰۰٬۰۰۰ تومان,۱۴۸٬۳۸۷٬۰۰۰ تومان,املاک دیباجی,۱ از ۵,True,True,True,۲,تک‌برگ,شمالی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی و فرنگی,سرمایش کولر گازی,گرمایش شوفاژ"
شهرک غرب,,۱۳۸۰,,۴۶٬۵۰۰٬۰۰۰٬۰۰۰ تومان,۳۵۷٬۶۹۲٬۰۰۰ تومان,دادمان3,,,True,True,,تک‌برگ,شمالی,بازسازی شده,"پارکینگ,انباری,بالکن,جنس کف سرامیک,سرویس بهداشتی فرنگی,سرمایش کولر گازی,گرمایش شوفاژ"
اتابک,۷۰,۱۴۰۲,۲,۲٬۸۰۰٬۰۰۰٬۰۰۰ تومان,۴۰٬۰۰۰٬۰۰۰ تومان,,۲ از ۵,True,,,۲,تک‌برگ,شمالی,,"آسانسور,پارکینگ ندارد,انباری ندارد,بالکن,جنس کف سرامیک,سرویس بهداشتی ایرانی,سرمایش کولر آبی,گرمایش شوفاژ"
چیتگر,۱۲۰,۱۴۰۲,۳,۱٬۸۰۰٬۰۰۰٬۰۰۰ تومان,۱۵٬۰۰۰٬۰۰۰ تومان,,۸ از ۲۱,True,True,True,۸,تک‌برگ,جنوبی,,"آسانسور,پارکینگ,انباری,بالکن,جنس کف سنگ,سرویس بهداشتی ایرانی و فرنگی,سرمایش داکت اسپلیت,گرمایش از کف"
